Mesnil-sous-Vienne	98419
Aixe-sur-Vienne	100623
Vienne	101949
Vienne	101952
France	96970
Saint-Denis-en-France	100645
Vienne	98419
Vienne	100623
francorum	96970
france	96970
francie	96970
