98419,Mesnil-sous-Vienne,Mesnil-sous-Vienne,,France,27405,Eure,,Gisors,,,,POINT(1.66703 49.38573),,Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e292703,Eure, con Gisors,2994217,,,,,,,,,Mesnil-sous-Vienne,
100623,Aixe-sur-Vienne,Aixe-sur-Vienne,,France,87001,Haute-Vienne,Limoges,,,,,POINT(1.13581 45.79663),,Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e134817,Haute-Vienne, ar. Limoges,3038352,,,,,,,,,Aixe-sur-Vienne,
101949,Vienne,Vienne,,France,38544,Isère,,,,,,POINT(4.87484 45.52569),,Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e391552,Isère,2969284,,,,Vienna,,,,,Vienne,,
101952,Vienne,La Croix-en-Brie,,France,77147,Seine-et-Marne,,Nangis,,,,POINT(3.07671 48.59385),,Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e391705,Seine-et-Marne, con Nangis, cne La Croix-en-Brie,3009734,,,,chapellenie,,,,,La Croix-en-Brie
96970,France,France,,France,,,,,,,,POINT(2 46),,Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e216802,La France est un beau pays situé au coeur de l’Europe,3017382,,,,,,,,,,,
100645,Saint-Denis-en-France,Saint-Denis-en-France,,France,93006,Seine,,,,,,POINT(2.35387 48.93564),,Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e360394,Seine,2980916,,,,Sanctus Dyonisius in Francia,,,,,,,
